-4.9468,-1.068
1.6948,-3.3776
-3.8975,5.0248
3.022,-1.0718
-3.5546,0.45698
-0.55922,4.1581
-3.9563,-0.67787
-2.5828,-0.71848
-4.6859,-4.5639
-1.6781,-2.8782
3.4445,1.0781
4.8993,2.6887
-2.303,-2.6859
3.7674,-2.021
1.6801,3.8759
-4.7248,2.5071
1.9185,-1.0794
2.4948,3.6169
1.247,-4.0265
5.5458,0.41381
1.7872,4.4724
-2.7017,-5.1253
-0.34383,-0.79965
-1.2229,-2.9241
-5.2186,1.1387
1.7596,2.7231
1.8957,2.1113
-2.1589,3.4452
0.89603,-3.2646
3.4849,1.192
-3.3191,-2.0797
1.8752,-4.3235
4.671,2.7371
4.145,4.2911
2.3834,3.2029
3.0403,0.15397
-1.8026,2.3145
-0.013198,2.9282
2.9516,-1.9658
-2.6708,2.4414
-3.9693,-2.282
-2.7049,-0.94323
0.026581,-4.1206
4.7686,0.23647
2.0806,2.9505
-4.1988,-2.4251
0.8658,-5.1191
-2.1544,4.5434
-0.53369,-4.3461
-1.3337,-2.6929
2.7862,0.76779
-2.8116,3.6549
-1.313,3.9126
3.2448,-0.86441
-2.5327,2.797
3.2127,-0.40159
2.0651,-0.90394
0.98451,-3.4706
2.4895,2.8753
2.1192,-3.6272
4.529,0.071266
-3.4106,3.5647
2.5977,3.1555
-4.0567,-0.18847
-4.1104,-3.2813
2.1653,-4.1096
2.9017,0.31782
-3.471,3.7744
4.0676,-2.1018
-0.35033,-3.1353
-4.0729,-0.5615
3.023,-1.4113
-1.6034,3.806
2.3213,-3.8721
-4.5663,2.3394
5.4993,1.0266
-1.8871,4.8129
-3.1078,0.039402
3.3965,-4.1412
-1.2076,-5.2251
0.064002,3.8829
-1.1642,-1.7533
-1.9344,3.3918
3.7288,-0.89874
-1.071,-3.4725
4.8592,0.65437
-4.5297,0.17792
-0.26328,-3.0136
3.4059,1.4482
-0.054673,2.7106
-3.9758,0.79337
2.7309,-3.814
0.99453,-3.3025
-2.1067,-3.0671
3.309,-3.4643
-3.9998,-4.6247
-1.8465,0.39953
3.6388,1.3495
1.0621,-3.8049
-3.5649,2.2954
1.9893,3.7428
-3.8226,-1.9316
0.66738,5.7822
4.3149,-0.9806
2.242,-1.364
-2.3443,-0.89154
3.9059,3.4096
0.67427,-3.8193
-3.7602,-1.7077
1.0619,-3.6591
3.8222,0.58097
-1.8357,-3.4786
-1.2389,2.1238
4.3019,-2.079
2.2423,-2.5738
2.2061,4.8897
-0.84542,3.0728
1.6436,-4.3702
-2.2723,1.7828
0.28951,-4.728
-0.91183,-4.6833
-1.8647,2.904
2.8471,-5.6862
2.8326,0.2122
2.3641,-4.5282
2.4777,3.2565
-1.9494,0.18944
-1.774,3.339
2.6913,-4.7963
-0.06151,-0.91689
-0.57872,-5.4747
1.8538,-1.0928
-1.8706,-0.65771
3.703,2.2229
-4.7917,-3.743
3.9358,-1.1379
2.2464,-0.55721
-2.0025,-3.7667
3.2265,-1.7472
-2.4286,-0.043287
2.5054,2.8987
0.21645,-4.1776
-0.021218,-5.3968
-2.668,2.728
-3.8444,0.10804
1.6004,-4.2157
-2.5045,3.9793
4.5022,-0.95959
3.6293,4.3262
-4.3234,-0.8127
1.1357,-4.1205
-1.1477,1.8679
4.9865,0.42539
1.93,-4.2549
-3.3061,-1.8214
4.3497,-0.66141
0.83778,4.0832
-4.1444,-2.3769
5.6294,3.2951
2.0479,-2.4027
-0.41881,-3.5016
-2.2456,3.2047
3.1651,3.2778
2.8563,-2.5107
4.9131,0.20133
-2.7909,-0.35032
3.1123,2.9553
-1.3482,4.8549
4.629,0.11607
5.9004,0.47911
1.7568,-4.0289
-1.7726,-3.3958
-5.0513,-0.2807
1.6364,-3.1652
-2.2366,1.9802
0.91854,-4.3496
-2.8353,-4.6068
5.1603,-0.15112
3.8814,-1.3443
-4.3591,0.77674
2.4766,0.6089
-2.8691,2.452
-1.5102,4.5358
-3.1536,-3.6757
-4.5622,-0.61957
4.3661,-3.9869
1.9954,-2.174
3.8682,3.0975
0.7968,4.672
1.9601,4.6019
-2.2224,1.747
3.5094,2.0126
-0.15609,-4.1254
5.0253,-0.9489
-2.6151,-3.5815
-0.54009,3.7954
-2.8781,4.2216
2.1292,-4.9139
2.23,2.3915
-1.8209,3.7056
-5.0368,3.3445
-3.8895,0.13947
-1.8649,4.0636
3.7615,0.066125
0.65028,-6.5223
3.5069,-1.8885
1.3482,4.0021
-5.4592,1.5046
0.73446,3.1772
3.7709,-1.4345
-3.707,1.0681
2.7963,1.6901
4.6527,-0.40611
-1.6979,4.3424
-5.1029,0.70765
-3.8173,-1.3832
0.76453,-3.2499
-1.1352,-3.6955
-2.9142,-3.2791
3.882,1.8482
-3.739,-1.1778
-5.1374,-2.3401
1.6934,-5.4897
2.0047,4.8429
-4.3762,-1.2711
-0.3818,-3.854
3.6469,2.3083
-1.9644,4.7178
-2.272,2.8464
-0.95628,-4.3534
3.8703,3.0384
1.9691,-1.504
3.2771,2.5412
-2.2807,1.342
-2.9274,2.0075
-2.4216,3.6132
-3.2804,-1.7278
0.82347,-3.5805
0.51511,4.9222
-4.3049,4.1874
6.3651,-1.5996
3.5086,1.0179
3.5954,-3.0869
5.0372,0.87455
1.0443,-3.6709
-2.5392,-0.74294
3.565,-0.7794
3.3892,-1.5326
3.9489,1.8566
1.0143,4.2817
4.1375,-2.8535
5.4912,0.68222
-2.0931,-3.8312
0.14342,3.9883
-0.059795,3.9473
-1.0783,-4.3315
-2.6126,1.166
-4.2252,2.6409
-2.4534,-1.6087
-4.9596,-1.0463
-4.2536,-2.3331
-3.8359,-1.1441
3.6943,2.8589
0.84196,-3.1623
3.8575,1.3889
-1.7848,3.5261
1.4127,4.1633
2.126,-2.2449
-2.8438,-0.194
-3.4456,3.1027
3.1386,-1.6458
-4.1346,2.0787
-3.1165,0.094553
-4.7146,-1.6651
-3.5037,-4.0357
0.20409,4.4391
-1.932,-3.0591
-2.655,-0.79178
-1.4354,-0.095132
-4.0618,-0.9466
-2.9151,-2.611
-0.09238,-2.0506
4.9195,-2.9966
-2.4515,2.2736
-2.8784,-2.5643
0.025843,2.99
-4.3956,-0.32931
1.7966,-3.2561
3.0382,3.1944
-0.86804,-5.2258
0.39929,2.1077
2.52,2.7501
3.5958,1.2666
-2.6192,-1.4449
-0.63696,-5.3296
-3.7881,-1.9984
4.6015,3.5605
0.14698,4.0117
-4.0127,-2.2065
3.9239,1.0326
-1.5292,-5.4916
-3.6141,3.2694
0.39158,4.7479
2.0086,3.0136
-3.9821,-3.1783
2.8783,1.5821
0.32998,3.2881
-1.3231,-3.1639
4.0249,-1.2487
-3.6406,2.5271
-2.0138,3.188
1.8702,-1.9066
0.24572,2.6612
-1.2721,-4.1307
-1.9283,4.2575
2.4224,-1.4211
1.0896,-3.0969
-3.6588,0.91757
2.4074,-3.4478
-1.7342,-2.3398
2.813,-3.4725
2.9227,-3.7143
-3.6889,2.442
3.1977,-2.9516
4.519,2.1119
3.3334,1.2546
-2.0805,-4.0276
3.1735,2.5663
2.8933,-3.125
0.97187,-4.5767
-2.4726,-3.7941
-2.4029,1.4558
5.9535,-1.4787
-5.1129,0.15859
1.2711,-6.0229
-4.718,2.1479
-3.6885,1.4283
3.3547,3.3909
-2.2875,2.425
-3.0138,-3.7032
-4.882,-3.7696
4.4444,-1.6462
1.4248,-3.3194
-2.988,4.0246
-3.3212,-2.0339
-3.948,-2.1027
3.2629,0.10707
-3.3357,-2.6803
-4.8938,-1.0284
1.8779,4.847
4.4555,-2.1539
4.4552,0.39592
-2.4483,3.0861
3.8545,-2.3482
2.1505,0.42668
-3.5625,2.2124
-3.1881,1.97
3.0318,-1.3824
1.2218,4.2533
5.4507,-3.1305
1.777,4.0239
-1.9455,-0.40851
-4.033,-0.086087
-3.911,-2.7467
2.2329,-0.41947
-3.5172,3.4269
2.4186,-1.6436
-3.4357,1.7485
-0.66539,-3.0764
3.6417,-1.807
-3.3898,1.0546
-3.6619,-2.2734
